Train_ID,Train_Number,Train_Name,Train_Type,Source_Station,Destination_Station,Distance_KM,Service_Frequency,Zone_Code,Start_Time,End_Time
275,12275,Hajipur Express Express,Express,NE07,NF04,2123,Bi-weekly,ECR,07:26,09:53
276,12276,Bhubaneswar Superfast Express,Superfast,NF02,NF07,2305,Daily,ECoR,22:45,11:32
277,12277,New Delhi Mail Express,Mail,NF05,NW02,2354,Weekly,NR,06:20,20:23
278,12278,Prayagraj Passenger Express,Passenger,NF08,NW05,625,Bi-weekly,NCR,12:19,20:54
279,12279,Gorakhpur Vande Bharat Express,Vande Bharat,NW03,NW08,789,Daily,NER,12:59,17:12
280,12280,Guwahati Express Express,Express,NW06,SC03,1450,Weekly,NFR,14:39,00:17
281,12281,Jaipur Superfast Express,Superfast,SC01,SC06,2062,Bi-weekly,NWR,05:17,07:10
282,12282,Secunderabad Mail Express,Mail,SC04,SE01,440,Daily,SCR,07:52,00:16
283,12283,Bilaspur Passenger Express,Passenger,SC07,SE04,220,Weekly,SECR,12:15,18:35
284,12284,Kolkata Vande Bharat Express,Vande Bharat,SE02,SE07,1898,Bi-weekly,SER,14:26,19:28
285,12285,Hubballi Express Express,Express,SE05,SE02,2283,Daily,SWR,22:35,15:15
286,12286,Chennai Superfast Express,Superfast,SE08,SE05,1969,Weekly,SR,15:54,06:47
287,12287,Jabalpur Mail Express,Mail,SE03,SE08,1171,Bi-weekly,WCR,04:10,12:19
288,12288,Mumbai Passenger Express,Passenger,SE06,SW03,316,Daily,WR,09:39,07:57
289,12289,Mumbai Vande Bharat Express,Vande Bharat,SW01,SW06,1888,Weekly,CR,11:56,09:08
290,12290,Kolkata Express Express,Express,SW04,SR01,163,Bi-weekly,ER,21:57,17:06
291,12291,Hajipur Superfast Express,Superfast,SW07,SR04,761,Daily,ECR,00:03,05:34
292,12292,Bhubaneswar Mail Express,Mail,SR02,SR07,232,Weekly,ECoR,22:27,06:30
293,12293,New Delhi Passenger Express,Passenger,SR05,WC02,1913,Bi-weekly,NR,07:02,01:51
294,12294,Prayagraj Vande Bharat Express,Vande Bharat,SR08,WC05,338,Daily,NCR,14:23,17:03
295,12295,Gorakhpur Express Express,Express,WC03,WC08,2162,Weekly,NER,16:26,04:58
296,12296,Guwahati Superfast Express,Superfast,WC06,WR03,780,Bi-weekly,NFR,11:23,05:24
297,12297,Jaipur Mail Express,Mail,WR01,WR06,431,Daily,NWR,00:17,02:24
298,12298,Secunderabad Passenger Express,Passenger,WR04,CR01,2081,Weekly,SCR,03:00,02:30
299,12299,Bilaspur Vande Bharat Express,Vande Bharat,WR07,CR04,717,Bi-weekly,SECR,11:01,07:24
300,12300,Kolkata Express Express,Express,CR02,CR07,1080,Daily,SER,12:46,10:50
301,12301,Hubballi Superfast Express,Superfast,CR05,ER02,1308,Weekly,SWR,05:13,07:35
302,12302,Chennai Mail Express,Mail,CR08,ER05,642,Bi-weekly,SR,21:28,19:40
303,12303,Jabalpur Passenger Express,Passenger,ER03,ER08,853,Daily,WCR,05:44,07:14
304,12304,Mumbai Vande Bharat Express,Vande Bharat,ER06,EC03,2238,Weekly,WR,11:02,11:27
305,12305,Mumbai Express Express,Express,EC01,EC06,2084,Bi-weekly,CR,16:11,03:36
306,12306,Kolkata Superfast Express,Superfast,EC04,EC01,189,Daily,ER,07:08,00:55
307,12307,Hajipur Mail Express,Mail,EC07,EC04,288,Weekly,ECR,00:55,04:48
308,12308,Bhubaneswar Passenger Express,Passenger,EC02,EC07,152,Bi-weekly,ECoR,03:06,16:37
309,12309,New Delhi Vande Bharat Express,Vande Bharat,EC05,NR02,1183,Daily,NR,05:05,13:13
310,12310,Prayagraj Express Express,Express,EC08,NR05,1449,Weekly,NCR,15:50,11:00
311,12311,Gorakhpur Superfast Express,Superfast,NR03,NR08,731,Bi-weekly,NER,19:31,14:27
312,12312,Guwahati Mail Express,Mail,NR06,NC03,457,Daily,NFR,20:46,22:51
313,12313,Jaipur Passenger Express,Passenger,NC01,NC06,755,Weekly,NWR,05:14,21:33
314,12314,Secunderabad Vande Bharat Express,Vande Bharat,NC04,NE01,1134,Bi-weekly,SCR,22:36,20:59
315,12315,Bilaspur Express Express,Express,NC07,NE04,264,Daily,SECR,08:44,18:08
316,12316,Kolkata Superfast Express,Superfast,NE02,NE07,818,Weekly,SER,12:47,02:36
317,12317,Hubballi Mail Express,Mail,NE05,NF02,767,Bi-weekly,SWR,04:30,09:38
318,12318,Chennai Passenger Express,Passenger,NE08,NF05,816,Daily,SR,18:04,19:01
319,12319,Jabalpur Vande Bharat Express,Vande Bharat,NF03,NF08,1787,Weekly,WCR,07:23,00:42
320,12320,Mumbai Express Express,Express,NF06,NW03,463,Bi-weekly,WR,15:43,19:42
321,12321,Mumbai Superfast Express,Superfast,NW01,NW06,779,Daily,CR,16:49,07:07
322,12322,Kolkata Mail Express,Mail,NW04,SC01,2144,Weekly,ER,03:35,05:07
323,12323,Hajipur Passenger Express,Passenger,NW07,SC04,1881,Bi-weekly,ECR,03:40,15:03
324,12324,Bhubaneswar Vande Bharat Express,Vande Bharat,SC02,SC07,481,Daily,ECoR,18:30,02:59
325,12325,New Delhi Express Express,Express,SC05,SE02,694,Weekly,NR,00:55,00:33
326,12326,Prayagraj Superfast Express,Superfast,SC08,SE05,2383,Bi-weekly,NCR,13:35,08:07
327,12327,Gorakhpur Mail Express,Mail,SE03,SE08,1408,Daily,NER,20:05,20:24
328,12328,Guwahati Passenger Express,Passenger,SE06,SE03,1323,Weekly,NFR,03:37,04:16
329,12329,Jaipur Vande Bharat Express,Vande Bharat,SE01,SE06,1754,Bi-weekly,NWR,01:26,13:07
330,12330,Secunderabad Express Express,Express,SE04,SW01,763,Daily,SCR,07:39,22:50
331,12331,Bilaspur Superfast Express,Superfast,SE07,SW04,520,Weekly,SECR,00:03,13:09
332,12332,Kolkata Mail Express,Mail,SW02,SW07,616,Bi-weekly,SER,19:52,19:15
333,12333,Hubballi Passenger Express,Passenger,SW05,SR02,1517,Daily,SWR,14:11,12:31
334,12334,Chennai Vande Bharat Express,Vande Bharat,SW08,SR05,999,Weekly,SR,17:40,12:43
335,12335,Jabalpur Express Express,Express,SR03,SR08,1850,Bi-weekly,WCR,13:16,17:43
336,12336,Mumbai Superfast Express,Superfast,SR06,WC03,2361,Daily,WR,03:25,21:30
337,12337,Mumbai Mail Express,Mail,WC01,WC06,2266,Weekly,CR,00:02,18:21
338,12338,Kolkata Passenger Express,Passenger,WC04,WR01,1286,Bi-weekly,ER,09:24,21:05
339,12339,Hajipur Vande Bharat Express,Vande Bharat,WC07,WR04,1871,Daily,ECR,20:39,09:09
340,12340,Bhubaneswar Express Express,Express,WR02,WR07,1663,Weekly,ECoR,10:08,08:57
341,12341,New Delhi Superfast Express,Superfast,WR05,CR02,695,Bi-weekly,NR,04:40,04:55
342,12342,Prayagraj Mail Express,Mail,WR08,CR05,2072,Daily,NCR,22:54,05:12
343,12343,Gorakhpur Passenger Express,Passenger,CR03,CR08,874,Weekly,NER,10:52,16:38
344,12344,Guwahati Vande Bharat Express,Vande Bharat,CR06,ER03,2117,Bi-weekly,NFR,14:22,09:31
345,12345,Jaipur Express Express,Express,ER01,ER06,285,Daily,NWR,17:39,16:32
346,12346,Secunderabad Superfast Express,Superfast,ER04,EC01,1896,Weekly,SCR,21:34,10:06
347,12347,Bilaspur Mail Express,Mail,ER07,EC04,1886,Bi-weekly,SECR,20:41,19:51
348,12348,Kolkata Passenger Express,Passenger,EC02,EC07,1931,Daily,SER,11:05,00:12
349,12349,Hubballi Vande Bharat Express,Vande Bharat,EC05,EC02,1079,Weekly,SWR,17:27,00:12
350,12350,Chennai Express Express,Express,EC08,EC05,2351,Bi-weekly,SR,22:22,18:43
351,12351,Jabalpur Superfast Express,Superfast,EC03,EC08,2240,Daily,WCR,20:37,09:37
352,12352,Mumbai Mail Express,Mail,EC06,NR03,820,Weekly,WR,08:36,13:34
353,12353,Mumbai Passenger Express,Passenger,NR01,NR06,972,Bi-weekly,CR,09:00,13:34
354,12354,Kolkata Vande Bharat Express,Vande Bharat,NR04,NC01,2250,Daily,ER,11:28,01:11
355,12355,Hajipur Express Express,Express,NR07,NC04,864,Weekly,ECR,08:21,09:46
356,12356,Bhubaneswar Superfast Express,Superfast,NC02,NC07,384,Bi-weekly,ECoR,07:09,07:41
357,12357,New Delhi Mail Express,Mail,NC05,NE02,188,Daily,NR,07:01,21:43
358,12358,Prayagraj Passenger Express,Passenger,NC08,NE05,645,Weekly,NCR,04:05,10:45
359,12359,Gorakhpur Vande Bharat Express,Vande Bharat,NE03,NE08,1435,Bi-weekly,NER,20:20,06:28
360,12360,Guwahati Express Express,Express,NE06,NF03,548,Daily,NFR,22:11,11:31
361,12361,Jaipur Superfast Express,Superfast,NF01,NF06,212,Weekly,NWR,10:27,05:07
362,12362,Secunderabad Mail Express,Mail,NF04,NW01,184,Bi-weekly,SCR,00:28,02:57
363,12363,Bilaspur Passenger Express,Passenger,NF07,NW04,647,Daily,SECR,15:40,11:53
364,12364,Kolkata Vande Bharat Express,Vande Bharat,NW02,NW07,336,Weekly,SER,05:15,03:17
365,12365,Hubballi Express Express,Express,NW05,SC02,805,Bi-weekly,SWR,17:18,20:46
366,12366,Chennai Superfast Express,Superfast,NW08,SC05,2171,Daily,SR,02:59,14:58
367,12367,Jabalpur Mail Express,Mail,SC03,SC08,903,Weekly,WCR,21:35,01:24
368,12368,Mumbai Passenger Express,Passenger,SC06,SE03,399,Bi-weekly,WR,21:18,05:33
369,12369,Mumbai Vande Bharat Express,Vande Bharat,SE01,SE06,1066,Daily,CR,02:48,19:44
370,12370,Kolkata Express Express,Express,SE04,SE01,1510,Weekly,ER,09:32,11:09
371,12371,Hajipur Superfast Express,Superfast,SE07,SE04,269,Bi-weekly,ECR,05:27,03:06
372,12372,Bhubaneswar Mail Express,Mail,SE02,SE07,2056,Daily,ECoR,08:35,12:44
373,12373,New Delhi Passenger Express,Passenger,SE05,SW02,1796,Weekly,NR,06:50,08:50
374,12374,Prayagraj Vande Bharat Express,Vande Bharat,SE08,SW05,1019,Bi-weekly,NCR,02:45,00:46
375,12375,Gorakhpur Express Express,Express,SW03,SW08,180,Daily,NER,04:36,21:24
376,12376,Guwahati Superfast Express,Superfast,SW06,SR03,359,Weekly,NFR,05:53,16:06
377,12377,Jaipur Mail Express,Mail,SR01,SR06,972,Bi-weekly,NWR,06:10,19:37
378,12378,Secunderabad Passenger Express,Passenger,SR04,WC01,496,Daily,SCR,14:24,01:26
379,12379,Bilaspur Vande Bharat Express,Vande Bharat,SR07,WC04,509,Weekly,SECR,05:52,16:08
380,12380,Kolkata Express Express,Express,WC02,WC07,2055,Bi-weekly,SER,13:52,17:20
381,12381,Hubballi Superfast Express,Superfast,WC05,WR02,1320,Daily,SWR,12:43,05:19
382,12382,Chennai Mail Express,Mail,WC08,WR05,647,Weekly,SR,06:09,00:56
383,12383,Jabalpur Passenger Express,Passenger,WR03,WR08,252,Bi-weekly,WCR,20:00,17:19
384,12384,Mumbai Vande Bharat Express,Vande Bharat,WR06,CR03,1280,Daily,WR,06:29,10:31
385,12385,Mumbai Express Express,Express,CR01,CR06,992,Weekly,CR,12:49,09:21
386,12386,Kolkata Superfast Express,Superfast,CR04,ER01,385,Bi-weekly,ER,08:07,04:57
387,12387,Hajipur Mail Express,Mail,CR07,ER04,287,Daily,ECR,11:50,21:08
388,12388,Bhubaneswar Passenger Express,Passenger,ER02,ER07,459,Weekly,ECoR,08:33,22:12
389,12389,New Delhi Vande Bharat Express,Vande Bharat,ER05,EC02,461,Bi-weekly,NR,05:52,00:22
390,12390,Prayagraj Express Express,Express,ER08,EC05,355,Daily,NCR,03:55,00:19
391,12391,Gorakhpur Superfast Express,Superfast,EC03,EC08,2203,Weekly,NER,13:04,10:58
392,12392,Guwahati Mail Express,Mail,EC06,EC03,1009,Bi-weekly,NFR,12:31,15:11
393,12393,Jaipur Passenger Express,Passenger,EC01,EC06,2028,Daily,NWR,22:08,18:49
394,12394,Secunderabad Vande Bharat Express,Vande Bharat,EC04,NR01,1800,Weekly,SCR,08:28,19:09
395,12395,Bilaspur Express Express,Express,EC07,NR04,2002,Bi-weekly,SECR,21:40,07:33
396,12396,Kolkata Superfast Express,Superfast,NR02,NR07,196,Daily,SER,21:20,01:47
397,12397,Hubballi Mail Express,Mail,NR05,NC02,1605,Weekly,SWR,14:03,17:38
398,12398,Chennai Passenger Express,Passenger,NR08,NC05,1921,Bi-weekly,SR,19:12,04:55
399,12399,Jabalpur Vande Bharat Express,Vande Bharat,NC03,NC08,1311,Daily,WCR,10:17,14:45
400,12400,Mumbai Express Express,Express,NC06,NE03,85,Weekly,WR,12:59,06:16
401,12401,Mumbai Superfast Express,Superfast,NE01,NE06,2117,Bi-weekly,CR,01:23,10:47
402,12402,Kolkata Mail Express,Mail,NE04,NF01,379,Daily,ER,09:09,18:37
403,12403,Hajipur Passenger Express,Passenger,NE07,NF04,1232,Weekly,ECR,09:09,21:38
404,12404,Bhubaneswar Vande Bharat Express,Vande Bharat,NF02,NF07,820,Bi-weekly,ECoR,09:43,16:27
405,12405,New Delhi Express Express,Express,NF05,NW02,782,Daily,NR,15:39,13:04
406,12406,Prayagraj Superfast Express,Superfast,NF08,NW05,1176,Weekly,NCR,14:57,12:20
407,12407,Gorakhpur Mail Express,Mail,NW03,NW08,1369,Bi-weekly,NER,04:05,15:59
408,12408,Guwahati Passenger Express,Passenger,NW06,SC03,2042,Daily,NFR,13:02,22:26
409,12409,Jaipur Vande Bharat Express,Vande Bharat,SC01,SC06,752,Weekly,NWR,20:44,17:16
410,12410,Secunderabad Express Express,Express,SC04,SE01,2380,Bi-weekly,SCR,10:31,17:39
411,12411,Bilaspur Superfast Express,Superfast,SC07,SE04,479,Daily,SECR,06:21,21:42
412,12412,Kolkata Mail Express,Mail,SE02,SE07,929,Weekly,SER,16:44,09:24
413,12413,Hubballi Passenger Express,Passenger,SE05,SE02,2154,Bi-weekly,SWR,12:08,16:35
414,12414,Chennai Vande Bharat Express,Vande Bharat,SE08,SE05,1260,Daily,SR,16:54,07:25
415,12415,Jabalpur Express Express,Express,SE03,SE08,519,Weekly,WCR,14:24,07:41
416,12416,Mumbai Superfast Express,Superfast,SE06,SW03,1026,Bi-weekly,WR,10:26,05:07
417,12417,Mumbai Mail Express,Mail,SW01,SW06,1999,Daily,CR,02:19,15:07
418,12418,Kolkata Passenger Express,Passenger,SW04,SR01,1600,Weekly,ER,16:39,07:01
419,12419,Hajipur Vande Bharat Express,Vande Bharat,SW07,SR04,2138,Bi-weekly,ECR,07:48,04:09
420,12420,Bhubaneswar Express Express,Express,SR02,SR07,1885,Daily,ECoR,21:51,17:14
421,12421,New Delhi Superfast Express,Superfast,SR05,WC02,2198,Weekly,NR,15:10,02:52
422,12422,Prayagraj Mail Express,Mail,SR08,WC05,718,Bi-weekly,NCR,17:08,06:17
423,12423,Gorakhpur Passenger Express,Passenger,WC03,WC08,732,Daily,NER,15:54,20:44
424,12424,Guwahati Vande Bharat Express,Vande Bharat,WC06,WR03,549,Weekly,NFR,22:32,12:42
425,12425,Jaipur Express Express,Express,WR01,WR06,1864,Bi-weekly,NWR,21:34,14:44
426,12426,Secunderabad Superfast Express,Superfast,WR04,CR01,671,Daily,SCR,07:37,01:19
427,12427,Bilaspur Mail Express,Mail,WR07,CR04,1745,Weekly,SECR,22:31,09:26
428,12428,Kolkata Passenger Express,Passenger,CR02,CR07,1670,Bi-weekly,SER,12:01,12:24
429,12429,Hubballi Vande Bharat Express,Vande Bharat,CR05,ER02,1705,Daily,SWR,20:57,14:21
430,12430,Chennai Express Express,Express,CR08,ER05,1109,Weekly,SR,04:56,19:51
431,12431,Jabalpur Superfast Express,Superfast,ER03,ER08,841,Bi-weekly,WCR,07:51,12:42
432,12432,Mumbai Mail Express,Mail,ER06,EC03,1216,Daily,WR,10:37,18:20
433,12433,Mumbai Passenger Express,Passenger,EC01,EC06,1957,Weekly,CR,05:24,20:57
434,12434,Kolkata Vande Bharat Express,Vande Bharat,EC04,EC01,2223,Bi-weekly,ER,07:50,21:58
435,12435,Hajipur Express Express,Express,EC07,EC04,128,Daily,ECR,17:59,17:13
436,12436,Bhubaneswar Superfast Express,Superfast,EC02,EC07,1849,Weekly,ECoR,02:28,14:27
437,12437,New Delhi Mail Express,Mail,EC05,NR02,1703,Bi-weekly,NR,05:36,14:38
438,12438,Prayagraj Passenger Express,Passenger,EC08,NR05,751,Daily,NCR,07:15,10:35
439,12439,Gorakhpur Vande Bharat Express,Vande Bharat,NR03,NR08,921,Weekly,NER,09:17,05:39
440,12440,Guwahati Express Express,Express,NR06,NC03,1973,Bi-weekly,NFR,06:51,13:10
441,12441,Jaipur Superfast Express,Superfast,NC01,NC06,929,Daily,NWR,00:02,07:27
442,12442,Secunderabad Mail Express,Mail,NC04,NE01,1930,Weekly,SCR,03:50,05:08
443,12443,Bilaspur Passenger Express,Passenger,NC07,NE04,1703,Bi-weekly,SECR,17:36,02:06
444,12444,Kolkata Vande Bharat Express,Vande Bharat,NE02,NE07,984,Daily,SER,10:59,06:11
445,12445,Hubballi Express Express,Express,NE05,NF02,2274,Weekly,SWR,03:01,09:24
446,12446,Chennai Superfast Express,Superfast,NE08,NF05,1517,Bi-weekly,SR,20:55,06:58
447,12447,Jabalpur Mail Express,Mail,NF03,NF08,1547,Daily,WCR,01:56,03:35
448,12448,Mumbai Passenger Express,Passenger,NF06,NW03,1914,Weekly,WR,05:16,10:53
449,12449,Mumbai Vande Bharat Express,Vande Bharat,NW01,NW06,598,Bi-weekly,CR,15:27,02:42
450,12450,Kolkata Express Express,Express,NW04,SC01,2011,Daily,ER,13:10,03:25
451,12451,Hajipur Superfast Express,Superfast,NW07,SC04,1254,Weekly,ECR,12:14,11:17
452,12452,Bhubaneswar Mail Express,Mail,SC02,SC07,1671,Bi-weekly,ECoR,18:39,00:59
453,12453,New Delhi Passenger Express,Passenger,SC05,SE02,135,Daily,NR,22:01,11:06
454,12454,Prayagraj Vande Bharat Express,Vande Bharat,SC08,SE05,300,Weekly,NCR,15:43,02:58
455,12455,Gorakhpur Express Express,Express,SE03,SE08,823,Bi-weekly,NER,07:17,10:10
456,12456,Guwahati Superfast Express,Superfast,SE06,SE03,1065,Daily,NFR,04:03,08:40
457,12457,Jaipur Mail Express,Mail,SE01,SE06,1850,Weekly,NWR,08:19,18:40
458,12458,Secunderabad Passenger Express,Passenger,SE04,SW01,2010,Bi-weekly,SCR,20:49,21:24
459,12459,Bilaspur Vande Bharat Express,Vande Bharat,SE07,SW04,995,Daily,SECR,07:14,17:42
460,12460,Kolkata Express Express,Express,SW02,SW07,1939,Weekly,SER,03:29,05:53
461,12461,Hubballi Superfast Express,Superfast,SW05,SR02,700,Bi-weekly,SWR,03:34,20:54
462,12462,Chennai Mail Express,Mail,SW08,SR05,302,Daily,SR,07:09,07:32
463,12463,Jabalpur Passenger Express,Passenger,SR03,SR08,730,Weekly,WCR,01:30,01:13
464,12464,Mumbai Vande Bharat Express,Vande Bharat,SR06,WC03,81,Bi-weekly,WR,01:26,19:46
465,12465,Mumbai Express Express,Express,WC01,WC06,309,Daily,CR,00:20,15:44
466,12466,Kolkata Superfast Express,Superfast,WC04,WR01,1989,Weekly,ER,07:10,00:08
467,12467,Hajipur Mail Express,Mail,WC07,WR04,231,Bi-weekly,ECR,19:16,18:33
468,12468,Bhubaneswar Passenger Express,Passenger,WR02,WR07,1330,Daily,ECoR,10:49,00:05
469,12469,New Delhi Vande Bharat Express,Vande Bharat,WR05,CR02,1062,Weekly,NR,09:32,16:35
470,12470,Prayagraj Express Express,Express,WR08,CR05,677,Bi-weekly,NCR,07:45,04:30
471,12471,Gorakhpur Superfast Express,Superfast,CR03,CR08,1329,Daily,NER,17:42,10:18
472,12472,Guwahati Mail Express,Mail,CR06,ER03,933,Weekly,NFR,09:13,14:12
473,12473,Jaipur Passenger Express,Passenger,ER01,ER06,1584,Bi-weekly,NWR,17:57,02:45
474,12474,Secunderabad Vande Bharat Express,Vande Bharat,ER04,EC01,279,Daily,SCR,07:10,03:10
475,12475,Bilaspur Express Express,Express,ER07,EC04,181,Weekly,SECR,18:03,09:41
476,12476,Kolkata Superfast Express,Superfast,EC02,EC07,2377,Bi-weekly,SER,19:08,22:39
477,12477,Hubballi Mail Express,Mail,EC05,EC02,496,Daily,SWR,10:55,09:11
478,12478,Chennai Passenger Express,Passenger,EC08,EC05,2110,Weekly,SR,21:58,21:52
479,12479,Jabalpur Vande Bharat Express,Vande Bharat,EC03,EC08,1134,Bi-weekly,WCR,04:37,05:28
480,12480,Mumbai Express Express,Express,EC06,NR03,1602,Daily,WR,21:17,05:44
481,12481,Mumbai Superfast Express,Superfast,NR01,NR06,94,Weekly,CR,13:44,12:23
482,12482,Kolkata Mail Express,Mail,NR04,NC01,2002,Bi-weekly,ER,08:42,10:01
483,12483,Hajipur Passenger Express,Passenger,NR07,NC04,1310,Daily,ECR,01:55,13:22
484,12484,Bhubaneswar Vande Bharat Express,Vande Bharat,NC02,NC07,1207,Weekly,ECoR,14:15,06:25
485,12485,New Delhi Express Express,Express,NC05,NE02,679,Bi-weekly,NR,17:06,19:20
486,12486,Prayagraj Superfast Express,Superfast,NC08,NE05,1382,Daily,NCR,03:23,17:16
487,12487,Gorakhpur Mail Express,Mail,NE03,NE08,386,Weekly,NER,12:09,07:27
488,12488,Guwahati Passenger Express,Passenger,NE06,NF03,1388,Bi-weekly,NFR,14:40,19:03
489,12489,Jaipur Vande Bharat Express,Vande Bharat,NF01,NF06,920,Daily,NWR,00:00,04:35
490,12490,Secunderabad Express Express,Express,NF04,NW01,2155,Weekly,SCR,17:38,17:10
491,12491,Bilaspur Superfast Express,Superfast,NF07,NW04,2028,Bi-weekly,SECR,20:05,10:49
492,12492,Kolkata Mail Express,Mail,NW02,NW07,1184,Daily,SER,19:56,10:03
493,12493,Hubballi Passenger Express,Passenger,NW05,SC02,868,Weekly,SWR,04:28,13:27
494,12494,Chennai Vande Bharat Express,Vande Bharat,NW08,SC05,533,Bi-weekly,SR,06:40,00:12
495,12495,Jabalpur Express Express,Express,SC03,SC08,2150,Daily,WCR,02:24,04:06
496,12496,Mumbai Superfast Express,Superfast,SC06,SE03,1060,Weekly,WR,11:10,01:08
497,12497,Mumbai Mail Express,Mail,SE01,SE06,1591,Bi-weekly,CR,19:10,07:20
498,12498,Kolkata Passenger Express,Passenger,SE04,SE01,916,Daily,ER,05:03,12:21
499,12499,Hajipur Vande Bharat Express,Vande Bharat,SE07,SE04,874,Weekly,ECR,06:55,14:25
500,12500,Bhubaneswar Express Express,Express,SE02,SE07,556,Bi-weekly,ECoR,18:53,00:55
501,12501,New Delhi Superfast Express,Superfast,SE05,SW02,1702,Daily,NR,02:45,02:03
502,12502,Prayagraj Mail Express,Mail,SE08,SW05,347,Weekly,NCR,10:37,09:07
503,12503,Gorakhpur Passenger Express,Passenger,SW03,SW08,542,Bi-weekly,NER,19:57,17:06
504,12504,Guwahati Vande Bharat Express,Vande Bharat,SW06,SR03,1981,Daily,NFR,15:31,03:59
505,12505,Jaipur Express Express,Express,SR01,SR06,1106,Weekly,NWR,01:12,09:03
506,12506,Secunderabad Superfast Express,Superfast,SR04,WC01,831,Bi-weekly,SCR,10:56,01:34
507,12507,Bilaspur Mail Express,Mail,SR07,WC04,2204,Daily,SECR,18:55,03:48
508,12508,Kolkata Passenger Express,Passenger,WC02,WC07,2350,Weekly,SER,07:29,12:29
509,12509,Hubballi Vande Bharat Express,Vande Bharat,WC05,WR02,752,Bi-weekly,SWR,22:57,08:48
510,12510,Chennai Express Express,Express,WC08,WR05,1002,Daily,SR,18:35,10:07
511,12511,Jabalpur Superfast Express,Superfast,WR03,WR08,1598,Weekly,WCR,07:13,04:58
512,12512,Mumbai Mail Express,Mail,WR06,CR03,319,Bi-weekly,WR,18:51,00:35
513,12513,Mumbai Passenger Express,Passenger,CR01,CR06,1419,Daily,CR,08:40,09:26
514,12514,Kolkata Vande Bharat Express,Vande Bharat,CR04,ER01,1081,Weekly,ER,18:37,08:55
515,12515,Hajipur Express Express,Express,CR07,ER04,1940,Bi-weekly,ECR,21:43,09:46
516,12516,Bhubaneswar Superfast Express,Superfast,ER02,ER07,843,Daily,ECoR,06:27,22:34
517,12517,New Delhi Mail Express,Mail,ER05,EC02,970,Weekly,NR,10:17,15:21
518,12518,Prayagraj Passenger Express,Passenger,ER08,EC05,1366,Bi-weekly,NCR,08:19,22:20
519,12519,Gorakhpur Vande Bharat Express,Vande Bharat,EC03,EC08,243,Daily,NER,08:31,02:18
520,12520,Guwahati Express Express,Express,EC06,EC03,465,Weekly,NFR,11:43,22:23
521,12521,Jaipur Superfast Express,Superfast,EC01,EC06,2082,Bi-weekly,NWR,04:46,12:45
522,12522,Secunderabad Mail Express,Mail,EC04,NR01,1832,Daily,SCR,12:15,12:49
523,12523,Bilaspur Passenger Express,Passenger,EC07,NR04,2331,Weekly,SECR,21:10,13:06
524,12524,Kolkata Vande Bharat Express,Vande Bharat,NR02,NR07,1631,Bi-weekly,SER,22:03,15:56
525,12525,Hubballi Express Express,Express,NR05,NC02,2045,Daily,SWR,09:06,21:55
526,12526,Chennai Superfast Express,Superfast,NR08,NC05,1423,Weekly,SR,22:00,14:02
527,12527,Jabalpur Mail Express,Mail,NC03,NC08,2250,Bi-weekly,WCR,15:54,12:04
528,12528,Mumbai Passenger Express,Passenger,NC06,NE03,141,Daily,WR,07:44,03:51
529,12529,Mumbai Vande Bharat Express,Vande Bharat,NE01,NE06,635,Weekly,CR,11:12,10:27
530,12530,Kolkata Express Express,Express,NE04,NF01,92,Bi-weekly,ER,13:47,21:19
531,12531,Hajipur Superfast Express,Superfast,NE07,NF04,2122,Daily,ECR,20:59,08:51
532,12532,Bhubaneswar Mail Express,Mail,NF02,NF07,1390,Weekly,ECoR,01:16,15:09
533,12533,New Delhi Passenger Express,Passenger,NF05,NW02,1088,Bi-weekly,NR,17:08,11:12
534,12534,Prayagraj Vande Bharat Express,Vande Bharat,NF08,NW05,1324,Daily,NCR,05:57,01:57
535,12535,Gorakhpur Express Express,Express,NW03,NW08,1917,Weekly,NER,19:51,04:55
536,12536,Guwahati Superfast Express,Superfast,NW06,SC03,1458,Bi-weekly,NFR,22:52,13:22
537,12537,Jaipur Mail Express,Mail,SC01,SC06,352,Daily,NWR,02:23,18:30
538,12538,Secunderabad Passenger Express,Passenger,SC04,SE01,1197,Weekly,SCR,05:33,14:58
539,12539,Bilaspur Vande Bharat Express,Vande Bharat,SC07,SE04,1772,Bi-weekly,SECR,13:54,09:56
